DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenter.dbo.pc_bajurisdiction|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bajurisdiction|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pc_bajurisdiction|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_bajurismodifier|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bajurismodifier|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_bajurismodifier|Subtype|ID|policycenter.dbo.pctl_BAJurisModifier|pctl_BAJurisModifier_TypeCode_Subtype / pctl_BAJurisModifier_Name_Subtype / pctl_BAJurisModifier_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bajurisratefactor|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bamodifier|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bamodifier|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_bamodifier|Subtype|ID|policycenter.dbo.pctl_BAModifier|pctl_BAModifier_TypeCode_Subtype / pctl_BAModifier_Name_Subtype / pctl_BAModifier_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_banonownedinfo|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_baratefactor|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bastatecond|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bastatecond|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_bastatecond|Subtype|ID|policycenter.dbo.pctl_BAStateCond|pctl_BAStateCond_TypeCode_Subtype / pctl_BAStateCond_Name_Subtype / pctl_BAStateCond_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bastatecov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bastatecov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_bastatecov|Subtype|ID|policycenter.dbo.pctl_BAStateCov|pctl_BAStateCov_TypeCode_Subtype / pctl_BAStateCov_Name_Subtype / pctl_BAStateCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bastatecov|HiredCauseOfLoss|ID|policycenter.dbo.pctl_SpecifiedCauseOfLoss|pctl_SpecifiedCauseOfLoss_TypeCode_HiredCauseOfLoss / pctl_SpecifiedCauseOfLoss_Name_HiredCauseOfLoss / pctl_SpecifiedCauseOfLoss_Description_HiredCauseOfLoss|TypeCode / Name / Description
policycenter.dbo.pc_bastateexcl|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bastateexcl|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_bastateexcl|Subtype|ID|policycenter.dbo.pctl_BAStateExcl|pctl_BAStateExcl_TypeCode_Subtype / pctl_BAStateExcl_Name_Subtype / pctl_BAStateExcl_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_batransaction|Amount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Amount_cur / pctl_Currency_Name_Amount_cur / pctl_Currency_Description_Amount_cur|TypeCode / Name / Description
policycenter.dbo.pc_batransaction|AmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_AmountBilling_cur / pctl_Currency_Name_AmountBilling_cur / pctl_Currency_Description_AmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_batransaction|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_billinginvoicestream|DayOfWeek|ID|policycenter.dbo.pctl_DayOfWeek|pctl_DayOfWeek_TypeCode / pctl_DayOfWeek_Name / pctl_DayOfWeek_Description|TypeCode / Name / Description
policycenter.dbo.pc_billinginvoicestream|Interval|ID|policycenter.dbo.pctl_BillingPeriodicity|pctl_BillingPeriodicity_TypeCode_Interval / pctl_BillingPeriodicity_Name_Interval / pctl_BillingPeriodicity_Description_Interval|TypeCode / Name / Description
policycenter.dbo.pc_billinginvoicestream|PaymentMethod|ID|policycenter.dbo.pctl_AccountPaymentMethod|pctl_AccountPaymentMethod_TypeCode / pctl_AccountPaymentMethod_Name / pctl_AccountPaymentMethod_Description|TypeCode / Name / Description
policycenter.dbo.pc_bopbuilding|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bopbuilding|ConstructionType|ID|policycenter.dbo.pctl_BOPConstructionType|pctl_BOPConstructionType_TypeCode_ConstructionType / pctl_BOPConstructionType_Name_ConstructionType / pctl_BOPConstructionType_Description_ConstructionType|TypeCode / Name / Description
policycenter.dbo.pc_bopbuilding|NumDiving|ID|policycenter.dbo.pctl_DivingBoards|pctl_DivingBoards_TypeCode_NumDiving / pctl_DivingBoards_Name_NumDiving / pctl_DivingBoards_Description_NumDiving|TypeCode / Name / Description
policycenter.dbo.pc_bopbuilding|NumPools|ID|policycenter.dbo.pctl_SwimmingPools|pctl_SwimmingPools_TypeCode_NumPools / pctl_SwimmingPools_Name_NumPools / pctl_SwimmingPools_Description_NumPools|TypeCode / Name / Description
policycenter.dbo.pc_bopbuilding|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pc_bopbuildingcov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bopbuildingcov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_bopbuildingcov|Subtype|ID|policycenter.dbo.pctl_BOPBuildingCov|pctl_BOPBuildingCov_TypeCode_Subtype / pctl_BOPBuildingCov_Name_Subtype / pctl_BOPBuildingCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumhistory|Reason|ID|policycenter.dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumtransaction|BasisGNP_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumtransaction|CededPremium_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumtransaction|CededPremiumMarkup_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumtransaction|CededRiskAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcededpremiumtransaction|Commission_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopclcode_class|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ActualAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualAmount_cur / pctl_Currency_Name_ActualAmount_cur / pctl_Currency_Description_ActualAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ActualAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualAmountBilling_cur / pctl_Currency_Name_ActualAmountBilling_cur / pctl_Currency_Description_ActualAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ActualTermAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualTermAmount_cur / pctl_Currency_Name_ActualTermAmount_cur / pctl_Currency_Description_ActualTermAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ActualTermAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualTermAmountBilling_cur / pctl_Currency_Name_ActualTermAmountBilling_cur / pctl_Currency_Description_ActualTermAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ChargePattern|ID|policycenter.dbo.pctl_ChargePattern|pctl_ChargePattern_TypeCode_ChargePattern / pctl_ChargePattern_Name_ChargePattern / pctl_ChargePattern_Description_ChargePattern|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|OverrideAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideAmount_cur / pctl_Currency_Name_OverrideAmount_cur / pctl_Currency_Description_OverrideAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|OverrideAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideAmountBilling_cur / pctl_Currency_Name_OverrideAmountBilling_cur / pctl_Currency_Description_OverrideAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|OverrideSource|ID|policycenter.dbo.pctl_OverrideSourceType|pctl_OverrideSourceType_TypeCode_OverrideSource / pctl_OverrideSourceType_Name_OverrideSource / pctl_OverrideSourceType_Description_OverrideSource|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|OverrideTermAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideTermAmount_cur / pctl_Currency_Name_OverrideTermAmount_cur / pctl_Currency_Description_OverrideTermAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|OverrideTermAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideTermAmountBilling_cur / pctl_Currency_Name_OverrideTermAmountBilling_cur / pctl_Currency_Description_OverrideTermAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|ProrationMethod|ID|policycenter.dbo.pctl_ProrationMethod|pctl_ProrationMethod_TypeCode_ProrationMethod / pctl_ProrationMethod_Name_ProrationMethod / pctl_ProrationMethod_Description_ProrationMethod|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|RateAmountType|ID|policycenter.dbo.pctl_RateAmountType|pctl_RateAmountType_TypeCode_RateAmountType / pctl_RateAmountType_Name_RateAmountType / pctl_RateAmountType_Description_RateAmountType|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|RoundingMode|ID|policycenter.dbo.pctl_RoundingModeType|pctl_RoundingModeType_TypeCode_RoundingMode / pctl_RoundingModeType_Name_RoundingMode / pctl_RoundingModeType_Description_RoundingMode|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|StandardAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardAmount_cur / pctl_Currency_Name_StandardAmount_cur / pctl_Currency_Description_StandardAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|StandardAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardAmountBilling_cur / pctl_Currency_Name_StandardAmountBilling_cur / pctl_Currency_Description_StandardAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|StandardTermAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardTermAmount_cur / pctl_Currency_Name_StandardTermAmount_cur / pctl_Currency_Description_StandardTermAmount_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|StandardTermAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardTermAmountBilling_cur / pctl_Currency_Name_StandardTermAmountBilling_cur / pctl_Currency_Description_StandardTermAmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|Subtype|ID|policycenter.dbo.pctl_BOPCost|pctl_BOPCost_TypeCode_Subtype / pctl_BOPCost_Name_Subtype / pctl_BOPCost_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bopcost|TaxState|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_TaxState / pctl_Jurisdiction_Name_TaxState / pctl_Jurisdiction_Description_TaxState|TypeCode / Name / Description
policycenter.dbo.pc_boplocation|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_boplocation|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pc_boplocationanswer|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_boplocationcov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_boplocationcov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_boplocationcov|Subtype|ID|policycenter.dbo.pctl_BOPLocationCov|pctl_BOPLocationCov_TypeCode_Subtype / pctl_BOPLocationCov_Name_Subtype / pctl_BOPLocationCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bopmodifier|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bopmodifier|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_bopmodifier|Subtype|ID|policycenter.dbo.pctl_BOPModifier|pctl_BOPModifier_TypeCode_Subtype / pctl_BOPModifier_Name_Subtype / pctl_BOPModifier_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_bopratefactor|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bopscheduledequipment|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_boptransaction|Amount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Amount_cur / pctl_Currency_Name_Amount_cur / pctl_Currency_Description_Amount_cur|TypeCode / Name / Description
policycenter.dbo.pc_boptransaction|AmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_AmountBilling_cur / pctl_Currency_Name_AmountBilling_cur / pctl_Currency_Description_AmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_boptransaction|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
