DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table||Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names|Attributes from Lookup Table
BillingCenter.dbo.bc_agencybillcycle|Subtype|ID|BillingCenter.dbo.bctl_AgencyBillCycle|bctl_AgencyBillCycle_TypeCode_Subtype / bctl_AgencyBillCycle_Name_Subtype / bctl_AgencyBillCycle_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_agencybillcycle|Subtype|ID|BillingCenter.dbo.bctl_AgencyBillCycle|bctl_AgencyBillCycle_TypeCode_Subtype / bctl_AgencyBillCycle_Name_Subtype / bctl_AgencyBillCycle_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_agencycycleprocess|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_agencycycleprocess|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_agencycycleprocess|Subtype|ID|BillingCenter.dbo.bctl_AgencyCycleProcess|bctl_AgencyCycleProcess_TypeCode_Subtype / bctl_AgencyCycleProcess_Name_Subtype / bctl_AgencyCycleProcess_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_agencycycleprocess|Subtype|ID|BillingCenter.dbo.bctl_AgencyCycleProcess|bctl_AgencyCycleProcess_TypeCode_Subtype / bctl_AgencyCycleProcess_Name_Subtype / bctl_AgencyCycleProcess_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_agencydisbpaidcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_agencydisbpaidcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_agencymoneyrcvdcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_agencymoneyrcvdcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_archiveworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_archiveworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_attr_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_attr_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_attr_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_attr_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_attribute|Type|ID|BillingCenter.dbo.bctl_UserAttributeType|bctl_UserAttributeType_TypeCode_Type / bctl_UserAttributeType_Name_Type / bctl_UserAttributeType_Description_Type|TypeCode / Name / Description||BillingCenter.dbo.bc_attribute|Type|ID|BillingCenter.dbo.bctl_UserAttributeType|bctl_UserAttributeType_TypeCode_Type / bctl_UserAttributeType_Name_Type / bctl_UserAttributeType_Description_Type|TypeCode / Name / Description
BillingCenter.dbo.bc_attributeuser|State|ID|BillingCenter.dbo.bctl_State|bctl_State_TypeCode_State / bctl_State_Name_State / bctl_State_Description_State|TypeCode / Name / Description||BillingCenter.dbo.bc_attributeuser|State|ID|BillingCenter.dbo.bctl_State|bctl_State_TypeCode_State / bctl_State_Name_State / bctl_State_Description_State|TypeCode / Name / Description
BillingCenter.dbo.bc_authlp_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_authlp_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_authlp_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_authlp_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_authorityevent|Subtype|ID|BillingCenter.dbo.bctl_AuthorityEvent|bctl_AuthorityEvent_TypeCode_Subtype / bctl_AuthorityEvent_Name_Subtype / bctl_AuthorityEvent_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_authorityevent|Subtype|ID|BillingCenter.dbo.bctl_AuthorityEvent|bctl_AuthorityEvent_TypeCode_Subtype / bctl_AuthorityEvent_Name_Subtype / bctl_AuthorityEvent_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_authoritylimit|LimitAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LimitAmount_cur / bctl_Currency_Name_LimitAmount_cur / bctl_Currency_Description_LimitAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_authoritylimit|LimitAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LimitAmount_cur / bctl_Currency_Name_LimitAmount_cur / bctl_Currency_Description_LimitAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_authoritylimit|LimitType|ID|BillingCenter.dbo.bctl_AuthorityLimitType|bctl_AuthorityLimitType_TypeCode_LimitType / bctl_AuthorityLimitType_Name_LimitType / bctl_AuthorityLimitType_Description_LimitType|TypeCode / Name / Description||BillingCenter.dbo.bc_authoritylimit|LimitType|ID|BillingCenter.dbo.bctl_AuthorityLimitType|bctl_AuthorityLimitType_TypeCode_LimitType / bctl_AuthorityLimitType_Name_LimitType / bctl_AuthorityLimitType_Description_LimitType|TypeCode / Name / Description
BillingCenter.dbo.bc_autodisbworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_autodisbworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_autodisbworkitem|Subtype|ID|BillingCenter.dbo.bctl_AutoDisbWorkItem|bctl_AutoDisbWorkItem_TypeCode_Subtype / bctl_AutoDisbWorkItem_Name_Subtype / bctl_AutoDisbWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_autodisbworkitem|Subtype|ID|BillingCenter.dbo.bctl_AutoDisbWorkItem|bctl_AutoDisbWorkItem_TypeCode_Subtype / bctl_AutoDisbWorkItem_Name_Subtype / bctl_AutoDisbWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_autosyncworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_autosyncworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_basedist|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_basedist|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_basedist|NetDistToInvoiceItems_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetDistributedToInvoiceItems_cur / bctl_Currency_Name_NetDistributedToInvoiceItems_cur / bctl_Currency_Description_NetDistributedToInvoiceItems_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basedist|netdistributedtoinvoiceitems|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetDistributedToInvoiceItems_cur / bctl_Currency_Name_NetDistributedToInvoiceItems_cur / bctl_Currency_Description_NetDistributedToInvoiceItems_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basedist|NetInSuspense_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetInSuspense_cur / bctl_Currency_Name_NetInSuspense_cur / bctl_Currency_Description_NetInSuspense_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basedist|NetInSuspense_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetInSuspense_cur / bctl_Currency_Name_NetInSuspense_cur / bctl_Currency_Description_NetInSuspense_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basedist|Subtype|ID|BillingCenter.dbo.bctl_BaseDist|bctl_BaseDist_TypeCode_Subtype / bctl_BaseDist_Name_Subtype / bctl_BaseDist_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_basedist|Subtype|ID|BillingCenter.dbo.bctl_BaseDist|bctl_BaseDist_TypeCode_Subtype / bctl_BaseDist_Name_Subtype / bctl_BaseDist_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_basedist|WriteOffAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_WriteOffAmount_cur / bctl_Currency_Name_WriteOffAmount_cur / bctl_Currency_Description_WriteOffAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basedist|WriteOffAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_WriteOffAmount_cur / bctl_Currency_Name_WriteOffAmount_cur / bctl_Currency_Description_WriteOffAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basedistitem|CommissionAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CommissionAmountToApply_cur / bctl_Currency_Name_CommissionAmountToApply_cur / bctl_Currency_Description_CommissionAmountToApply_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basedistitem|CommissionAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CommissionAmountToApply_cur / bctl_Currency_Name_CommissionAmountToApply_cur / bctl_Currency_Description_CommissionAmountToApply_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basedistitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_basedistitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_basedistitem|Disposition|ID|BillingCenter.dbo.bctl_DistItemDisposition|bctl_DistItemDisposition_TypeCode_Disposition / bctl_DistItemDisposition_Name_Disposition / bctl_DistItemDisposition_Description_Disposition|TypeCode / Name / Description||BillingCenter.dbo.bc_basedistitem|Disposition|ID|BillingCenter.dbo.bctl_DistItemDisposition|bctl_DistItemDisposition_TypeCode_Disposition / bctl_DistItemDisposition_Name_Disposition / bctl_DistItemDisposition_Description_Disposition|TypeCode / Name / Description
BillingCenter.dbo.bc_basedistitem|GrossAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_GrossAmountToApply_cur / bctl_Currency_Name_GrossAmountToApply_cur / bctl_Currency_Description_GrossAmountToApply_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basedistitem|GrossAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_GrossAmountToApply_cur / bctl_Currency_Name_GrossAmountToApply_cur / bctl_Currency_Description_GrossAmountToApply_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basedistitem|Subtype|ID|BillingCenter.dbo.bctl_BaseDistItem|bctl_BaseDistItem_TypeCode_Subtype / bctl_BaseDistItem_Name_Subtype / bctl_BaseDistItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_basedistitem|Subtype|ID|BillingCenter.dbo.bctl_BaseDistItem|bctl_BaseDistItem_TypeCode_Subtype / bctl_BaseDistItem_Name_Subtype / bctl_BaseDistItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|AmountDisbursable_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_AmountDisbursable_cur / bctl_Currency_Name_AmountDisbursable_cur / bctl_Currency_Description_AmountDisbursable_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|AmountDisbursable_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_AmountDisbursable_cur / bctl_Currency_Name_AmountDisbursable_cur / bctl_Currency_Description_AmountDisbursable_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|PaymentMethod|ID|BillingCenter.dbo.bctl_PaymentMethod|bctl_PaymentMethod_TypeCode_PaymentMethod / bctl_PaymentMethod_Name_PaymentMethod / bctl_PaymentMethod_Description_PaymentMethod|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|PaymentMethod|ID|BillingCenter.dbo.bctl_PaymentMethod|bctl_PaymentMethod_TypeCode_PaymentMethod / bctl_PaymentMethod_Name_PaymentMethod / bctl_PaymentMethod_Description_PaymentMethod|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|PaymentReason|ID|BillingCenter.dbo.bctl_PaymentReason_Ext|bctl_PaymentReason_Ext_TypeCode_PaymentReason / bctl_PaymentReason_Ext_Name_PaymentReason / bctl_PaymentReason_Ext_Description_PaymentReason|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|PaymentReason|ID|BillingCenter.dbo.bctl_PaymentReason_Ext|bctl_PaymentReason_Ext_TypeCode_PaymentReason / bctl_PaymentReason_Ext_Name_PaymentReason / bctl_PaymentReason_Ext_Description_PaymentReason|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|PaymentSource_Ext|ID|BillingCenter.dbo.bctl_PaymentSources_Ext|bctl_PaymentSources_Ext_TypeCode_PaymentSource_Ext / bctl_PaymentSources_Ext_Name_PaymentSource_Ext / bctl_PaymentSources_Ext_Description_PaymentSource_Ext|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|PaymentSource_Ext|ID|BillingCenter.dbo.bctl_PaymentSources_Ext|bctl_PaymentSources_Ext_TypeCode_PaymentSource_Ext / bctl_PaymentSources_Ext_Name_PaymentSource_Ext / bctl_PaymentSources_Ext_Description_PaymentSource_Ext|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|ReversalReason|ID|BillingCenter.dbo.bctl_PaymentReversalReason|bctl_PaymentReversalReason_TypeCode_ReversalReason / bctl_PaymentReversalReason_Name_ReversalReason / bctl_PaymentReversalReason_Description_ReversalReason|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|ReversalReason|ID|BillingCenter.dbo.bctl_PaymentReversalReason|bctl_PaymentReversalReason_TypeCode_ReversalReason / bctl_PaymentReversalReason_Name_ReversalReason / bctl_PaymentReversalReason_Description_ReversalReason|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|Subtype|ID|BillingCenter.dbo.bctl_BaseMoneyReceived|bctl_BaseMoneyReceived_TypeCode_Subtype / bctl_BaseMoneyReceived_Name_Subtype / bctl_BaseMoneyReceived_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|Subtype|ID|BillingCenter.dbo.bctl_BaseMoneyReceived|bctl_BaseMoneyReceived_TypeCode_Subtype / bctl_BaseMoneyReceived_Name_Subtype / bctl_BaseMoneyReceived_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_basemoneyreceived|TransactionType_Ext|ID|BillingCenter.dbo.bctl_TransactionTypes_Ext|bctl_TransactionTypes_Ext_TypeCode_TransactionType_Ext / bctl_TransactionTypes_Ext_Name_TransactionType_Ext / bctl_TransactionTypes_Ext_Description_TransactionType_Ext|TypeCode / Name / Description||BillingCenter.dbo.bc_basemoneyreceived|TransactionType_Ext|ID|BillingCenter.dbo.bctl_TransactionTypes_Ext|bctl_TransactionTypes_Ext_TypeCode_TransactionType_Ext / bctl_TransactionTypes_Ext_Name_TransactionType_Ext / bctl_TransactionTypes_Ext_Description_TransactionType_Ext|TypeCode / Name / Description
BillingCenter.dbo.bc_basenonrecdistitem|CommissionAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CommissionAmountToApply_cur / bctl_Currency_Name_CommissionAmountToApply_cur / bctl_Currency_Description_CommissionAmountToApply_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basenonrecdistitem|CommissionAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CommissionAmountToApply_cur / bctl_Currency_Name_CommissionAmountToApply_cur / bctl_Currency_Description_CommissionAmountToApply_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_basenonrecdistitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_basenonrecdistitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_basenonrecdistitem|GrossAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_GrossAmountToApply_cur / bctl_Currency_Name_GrossAmountToApply_cur / bctl_Currency_Description_GrossAmountToApply_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_basenonrecdistitem|GrossAmountToApply_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_GrossAmountToApply_cur / bctl_Currency_Name_GrossAmountToApply_cur / bctl_Currency_Description_GrossAmountToApply_cur|TypeCode / Name / Description
