DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
PolicyCenter.dbo.pcx_assistedCareLiving|limt|ID|PolicyCenter.dbo.pctl_HoAssistedCovLimit|pctl_HoAssistedCovLimit_TypeCode / pctl_HoAssistedCovLimit_Name / pctl_HoAssistedCovLimit_Description|TypeCode / Name / Description|Y|pctl_HoAssistedCovLimit_TypeCode_limt / pctl_HoAssistedCovLimit_Name_limt / pctl_HoAssistedCovLimit_Description_limt
PolicyCenter.dbo.pcx_assistedCareLiving|relationToNI|ID|PolicyCenter.dbo.pctl_RelationshipToInsured|pctl_RelationshipToInsured_TypeCode / pctl_RelationshipToInsured_Name / pctl_RelationshipToInsured_Description|TypeCode / Name / Description|Y|pctl_RelationshipToInsured_TypeCode_relationToNI / pctl_RelationshipToInsured_Name_relationToNI / pctl_RelationshipToInsured_Description_relationToNI
PolicyCenter.dbo.pc_attribute|Type|ID|PolicyCenter.dbo.pctl_UserAttributeType|pctl_UserAttributeType_TypeCode_Type / pctl_UserAttributeType_Name_Type / pctl_UserAttributeType_Description_Type|TypeCode / Name / Description|N|pctl_UserAttributeType_TypeCode_Type / pctl_UserAttributeType_Name_Type / pctl_UserAttributeType_Description_Type
PolicyCenter.dbo.pc_attributeuser|State|ID|PolicyCenter.dbo.pctl_State|pctl_State_TypeCode_State / pctl_State_Name_State / pctl_State_Description_State|TypeCode / Name / Description|N|pctl_State_TypeCode_State / pctl_State_Name_State / pctl_State_Description_State
PolicyCenter.dbo.pc_attr_name_l10n|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_attr_desc_l10n|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_auditinformation|ActualAuditMethod|ID|PolicyCenter.dbo.pctl_AuditMethod|pctl_AuditMethod_TypeCode_ActualAuditMethod / pctl_AuditMethod_Name_ActualAuditMethod / pctl_AuditMethod_Description_ActualAuditMethod|TypeCode / Name / Description|N|pctl_AuditMethod_TypeCode_ActualAuditMethod / pctl_AuditMethod_Name_ActualAuditMethod / pctl_AuditMethod_Description_ActualAuditMethod
PolicyCenter.dbo.pc_auditinformation|AuditFee_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_AuditFee_cur / pctl_Currency_Name_AuditFee_cur / pctl_Currency_Description_AuditFee_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_AuditFee_cur / pctl_Currency_Name_AuditFee_cur / pctl_Currency_Description_AuditFee_cur
PolicyCenter.dbo.pc_auditinformation|AuditMethod|ID|PolicyCenter.dbo.pctl_AuditMethod|pctl_AuditMethod_TypeCode_AuditMethod / pctl_AuditMethod_Name_AuditMethod / pctl_AuditMethod_Description_AuditMethod|TypeCode / Name / Description|N|pctl_AuditMethod_TypeCode_AuditMethod / pctl_AuditMethod_Name_AuditMethod / pctl_AuditMethod_Description_AuditMethod
PolicyCenter.dbo.pc_auditinformation|AuditScheduleType|ID|PolicyCenter.dbo.pctl_AuditScheduleType|pctl_AuditScheduleType_TypeCode_AuditScheduleType / pctl_AuditScheduleType_Name_AuditScheduleType / pctl_AuditScheduleType_Description_AuditScheduleType|TypeCode / Name / Description|N|pctl_AuditScheduleType_TypeCode_AuditScheduleType / pctl_AuditScheduleType_Name_AuditScheduleType / pctl_AuditScheduleType_Description_AuditScheduleType
PolicyCenter.dbo.pc_auditinformation|FirstEscalationPrompt|ID|PolicyCenter.dbo.pctl_AuditEscalationPromptType|pctl_AuditEscalationPromptType_TypeCode_FirstEscalationPrompt / pctl_AuditEscalationPromptType_Name_FirstEscalationPrompt / pctl_AuditEscalationPromptType_Description_FirstEscalationPrompt|TypeCode / Name / Description|N|pctl_AuditEscalationPromptType_TypeCode_FirstEscalationPrompt / pctl_AuditEscalationPromptType_Name_FirstEscalationPrompt / pctl_AuditEscalationPromptType_Description_FirstEscalationPrompt
PolicyCenter.dbo.pc_auditinformation|RevisionType|ID|PolicyCenter.dbo.pctl_RevisionType|pctl_RevisionType_TypeCode_RevisionType / pctl_RevisionType_Name_RevisionType / pctl_RevisionType_Description_RevisionType|TypeCode / Name / Description|N|pctl_RevisionType_TypeCode_RevisionType / pctl_RevisionType_Name_RevisionType / pctl_RevisionType_Description_RevisionType
PolicyCenter.dbo.pc_auditinformation|SecondEscalationPrompt|ID|PolicyCenter.dbo.pctl_AuditEscalationPromptType|pctl_AuditEscalationPromptType_TypeCode_SecondEscalationPrompt / pctl_AuditEscalationPromptType_Name_SecondEscalationPrompt / pctl_AuditEscalationPromptType_Description_SecondEscalationPrompt|TypeCode / Name / Description|N|pctl_AuditEscalationPromptType_TypeCode_SecondEscalationPrompt / pctl_AuditEscalationPromptType_Name_SecondEscalationPrompt / pctl_AuditEscalationPromptType_Description_SecondEscalationPrompt
PolicyCenter.dbo.pc_bacededpremiumhistory|Reason|ID|PolicyCenter.dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description|N|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason
PolicyCenter.dbo.pc_bacededpremiumtransaction|BasisGNP_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur
PolicyCenter.dbo.pc_bacededpremiumtransaction|CededPremium_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur
PolicyCenter.dbo.pc_bacededpremiumtransaction|CededPremiumMarkup_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur
PolicyCenter.dbo.pc_bacededpremiumtransaction|CededRiskAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur
PolicyCenter.dbo.pc_bacededpremiumtransaction|Commission_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur
PolicyCenter.dbo.pc_bacost|ActualAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualAmount_cur / pctl_Currency_Name_ActualAmount_cur / pctl_Currency_Description_ActualAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_ActualAmount_cur / pctl_Currency_Name_ActualAmount_cur / pctl_Currency_Description_ActualAmount_cur
PolicyCenter.dbo.pc_bacost|ActualAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualAmountBilling_cur / pctl_Currency_Name_ActualAmountBilling_cur / pctl_Currency_Description_ActualAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_ActualAmountBilling_cur / pctl_Currency_Name_ActualAmountBilling_cur / pctl_Currency_Description_ActualAmountBilling_cur
PolicyCenter.dbo.pc_bacost|ActualTermAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualTermAmount_cur / pctl_Currency_Name_ActualTermAmount_cur / pctl_Currency_Description_ActualTermAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_ActualTermAmount_cur / pctl_Currency_Name_ActualTermAmount_cur / pctl_Currency_Description_ActualTermAmount_cur
PolicyCenter.dbo.pc_bacost|ActualTermAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_ActualTermAmountBilling_cur / pctl_Currency_Name_ActualTermAmountBilling_cur / pctl_Currency_Description_ActualTermAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_ActualTermAmountBilling_cur / pctl_Currency_Name_ActualTermAmountBilling_cur / pctl_Currency_Description_ActualTermAmountBilling_cur
PolicyCenter.dbo.pc_bacost|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_bacost|ChargePattern|ID|PolicyCenter.dbo.pctl_ChargePattern|pctl_ChargePattern_TypeCode_ChargePattern / pctl_ChargePattern_Name_ChargePattern / pctl_ChargePattern_Description_ChargePattern|TypeCode / Name / Description|N|pctl_ChargePattern_TypeCode_ChargePattern / pctl_ChargePattern_Name_ChargePattern / pctl_ChargePattern_Description_ChargePattern
PolicyCenter.dbo.pc_bacost|OverrideAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideAmount_cur / pctl_Currency_Name_OverrideAmount_cur / pctl_Currency_Description_OverrideAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_OverrideAmount_cur / pctl_Currency_Name_OverrideAmount_cur / pctl_Currency_Description_OverrideAmount_cur
PolicyCenter.dbo.pc_bacost|OverrideAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideAmountBilling_cur / pctl_Currency_Name_OverrideAmountBilling_cur / pctl_Currency_Description_OverrideAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_OverrideAmountBilling_cur / pctl_Currency_Name_OverrideAmountBilling_cur / pctl_Currency_Description_OverrideAmountBilling_cur
PolicyCenter.dbo.pc_bacost|OverrideSource|ID|PolicyCenter.dbo.pctl_OverrideSourceType|pctl_OverrideSourceType_TypeCode_OverrideSource / pctl_OverrideSourceType_Name_OverrideSource / pctl_OverrideSourceType_Description_OverrideSource|TypeCode / Name / Description|N|pctl_OverrideSourceType_TypeCode_OverrideSource / pctl_OverrideSourceType_Name_OverrideSource / pctl_OverrideSourceType_Description_OverrideSource
PolicyCenter.dbo.pc_bacost|OverrideTermAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideTermAmount_cur / pctl_Currency_Name_OverrideTermAmount_cur / pctl_Currency_Description_OverrideTermAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_OverrideTermAmount_cur / pctl_Currency_Name_OverrideTermAmount_cur / pctl_Currency_Description_OverrideTermAmount_cur
PolicyCenter.dbo.pc_bacost|OverrideTermAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_OverrideTermAmountBilling_cur / pctl_Currency_Name_OverrideTermAmountBilling_cur / pctl_Currency_Description_OverrideTermAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_OverrideTermAmountBilling_cur / pctl_Currency_Name_OverrideTermAmountBilling_cur / pctl_Currency_Description_OverrideTermAmountBilling_cur
PolicyCenter.dbo.pc_bacost|ProrationMethod|ID|PolicyCenter.dbo.pctl_ProrationMethod|pctl_ProrationMethod_TypeCode_ProrationMethod / pctl_ProrationMethod_Name_ProrationMethod / pctl_ProrationMethod_Description_ProrationMethod|TypeCode / Name / Description|N|pctl_ProrationMethod_TypeCode_ProrationMethod / pctl_ProrationMethod_Name_ProrationMethod / pctl_ProrationMethod_Description_ProrationMethod
PolicyCenter.dbo.pc_bacost|RateAmountType|ID|PolicyCenter.dbo.pctl_RateAmountType|pctl_RateAmountType_TypeCode_RateAmountType / pctl_RateAmountType_Name_RateAmountType / pctl_RateAmountType_Description_RateAmountType|TypeCode / Name / Description|N|pctl_RateAmountType_TypeCode_RateAmountType / pctl_RateAmountType_Name_RateAmountType / pctl_RateAmountType_Description_RateAmountType
PolicyCenter.dbo.pc_bacost|RatedOrder|ID|PolicyCenter.dbo.pctl_BARatedOrderType|pctl_BARatedOrderType_TypeCode_RatedOrder / pctl_BARatedOrderType_Name_RatedOrder / pctl_BARatedOrderType_Description_RatedOrder|TypeCode / Name / Description|N|pctl_BARatedOrderType_TypeCode_RatedOrder / pctl_BARatedOrderType_Name_RatedOrder / pctl_BARatedOrderType_Description_RatedOrder
PolicyCenter.dbo.pc_bacost|RoundingMode|ID|PolicyCenter.dbo.pctl_RoundingModeType|pctl_RoundingModeType_TypeCode_RoundingMode / pctl_RoundingModeType_Name_RoundingMode / pctl_RoundingModeType_Description_RoundingMode|TypeCode / Name / Description|N|pctl_RoundingModeType_TypeCode_RoundingMode / pctl_RoundingModeType_Name_RoundingMode / pctl_RoundingModeType_Description_RoundingMode
PolicyCenter.dbo.pc_bacost|StandardAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardAmount_cur / pctl_Currency_Name_StandardAmount_cur / pctl_Currency_Description_StandardAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_StandardAmount_cur / pctl_Currency_Name_StandardAmount_cur / pctl_Currency_Description_StandardAmount_cur
PolicyCenter.dbo.pc_bacost|StandardAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardAmountBilling_cur / pctl_Currency_Name_StandardAmountBilling_cur / pctl_Currency_Description_StandardAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_StandardAmountBilling_cur / pctl_Currency_Name_StandardAmountBilling_cur / pctl_Currency_Description_StandardAmountBilling_cur
PolicyCenter.dbo.pc_bacost|StandardTermAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardTermAmount_cur / pctl_Currency_Name_StandardTermAmount_cur / pctl_Currency_Description_StandardTermAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_StandardTermAmount_cur / pctl_Currency_Name_StandardTermAmount_cur / pctl_Currency_Description_StandardTermAmount_cur
PolicyCenter.dbo.pc_bacost|StandardTermAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_StandardTermAmountBilling_cur / pctl_Currency_Name_StandardTermAmountBilling_cur / pctl_Currency_Description_StandardTermAmountBilling_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_StandardTermAmountBilling_cur / pctl_Currency_Name_StandardTermAmountBilling_cur / pctl_Currency_Description_StandardTermAmountBilling_cur
PolicyCenter.dbo.pc_bacost|Subtype|ID|PolicyCenter.dbo.pctl_BACost|pctl_BACost_TypeCode_Subtype / pctl_BACost_Name_Subtype / pctl_BACost_Description_Subtype|TypeCode / Name / Description|N|pctl_BACost_TypeCode_Subtype / pctl_BACost_Name_Subtype / pctl_BACost_Description_Subtype
PolicyCenter.dbo.pc_bacost|BAJurisdictionCostType|ID|PolicyCenter.dbo.pctl_BAJurisdictionCostType|pctl_BAJurisdictionCostType_TypeCode_BAJurisdictionCostType / pctl_BAJurisdictionCostType_Name_BAJurisdictionCostType / pctl_BAJurisdictionCostType_Description_BAJurisdictionCostType|TypeCode / Name / Description|N|pctl_BAJurisdictionCostType_TypeCode_BAJurisdictionCostType / pctl_BAJurisdictionCostType_Name_BAJurisdictionCostType / pctl_BAJurisdictionCostType_Description_BAJurisdictionCostType
PolicyCenter.dbo.pc_bacost|BANonOwnedLiabCovCostType|ID|PolicyCenter.dbo.pctl_BANonOwnedLiabCovCostType|pctl_BANonOwnedLiabCovCostType_TypeCode_BANonOwnedLiabCovCostType / pctl_BANonOwnedLiabCovCostType_Name_BANonOwnedLiabCovCostType / pctl_BANonOwnedLiabCovCostType_Description_BANonOwnedLiabCovCostType|TypeCode / Name / Description|N|pctl_BANonOwnedLiabCovCostType_TypeCode_BANonOwnedLiabCovCostType / pctl_BANonOwnedLiabCovCostType_Name_BANonOwnedLiabCovCostType / pctl_BANonOwnedLiabCovCostType_Description_BANonOwnedLiabCovCostType
PolicyCenter.dbo.pc_bacost|BAStateCovPIPCostType|ID|PolicyCenter.dbo.pctl_BAStateCovPIPCostType|pctl_BAStateCovPIPCostType_TypeCode_BAStateCovPIPCostType / pctl_BAStateCovPIPCostType_Name_BAStateCovPIPCostType / pctl_BAStateCovPIPCostType_Description_BAStateCovPIPCostType|TypeCode / Name / Description|N|pctl_BAStateCovPIPCostType_TypeCode_BAStateCovPIPCostType / pctl_BAStateCovPIPCostType_Name_BAStateCovPIPCostType / pctl_BAStateCovPIPCostType_Description_BAStateCovPIPCostType
PolicyCenter.dbo.pc_bahiredautoinfo|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_bajurisdiction|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_bajurisdiction|PreferredCoverageCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
PolicyCenter.dbo.pc_bajurisdiction|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description|N|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pc_bajurismodifier|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_bajurismodifier|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description|N|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pc_bajurismodifier|Subtype|ID|PolicyCenter.dbo.pctl_BAJurisModifier|pctl_BAJurisModifier_TypeCode_Subtype / pctl_BAJurisModifier_Name_Subtype / pctl_BAJurisModifier_Description_Subtype|TypeCode / Name / Description|N|pctl_BAJurisModifier_TypeCode_Subtype / pctl_BAJurisModifier_Name_Subtype / pctl_BAJurisModifier_Description_Subtype
PolicyCenter.dbo.pc_bajurisratefactor|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_bamodifier|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
